"Strategy","Depth","Param","Value1","Value2","Value3","Value4","Value5"
"dfs","6","drlu","-1","165500","249865","20","526.59"
"dfs","6","drul","-1","120678","182271","20","359.067"
"dfs","6","ludr","16","135256","204167","20","451.884"
"dfs","6","lurd","-1","289767","438341","20","900.328"
"dfs","6","rdlu","18","91148","137611","20","332.724"
"dfs","6","rdul","12","68389","103247","20","224.327"
"dfs","6","uldr","-1","289767","438341","20","831.12"
"dfs","6","ulrd","-1","197594","298430","20","573.279"
"astr","6","hamm","6","11","22","6","0.0"
"astr","6","manh","6","7","13","6","0.0"
"bfs","6","drlu","6","123","257","6","1.509"
"bfs","6","drul","6","127","267","6","1.001"
"bfs","6","ludr","6","252","529","6","0.997"
"bfs","6","lurd","6","252","529","6","1.0"
"bfs","6","rdlu","6","123","257","6","1.009"
"bfs","6","rdul","6","127","267","6","1.0"
"bfs","6","uldr","6","256","539","6","0.998"
"bfs","6","ulrd","6","256","539","6","8.059"
"dfs","6","drlu","6","256","378","6","1.512"
"dfs","6","drul","6","12233","18375","20","41.627"
"dfs","6","ludr","16","73855","111505","20","227.9"
"dfs","6","lurd","-1","123896","187287","20","409.456"
"dfs","6","rdlu","6","256","378","6","1.002"
"dfs","6","rdul","6","15639","23495","20","43.93"
"dfs","6","uldr","-1","152229","230146","20","455.526"
"dfs","6","ulrd","8","207443","313376","20","647.065"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","150","310","6","0.0"
"bfs","6","drul","6","150","310","6","1.002"
"bfs","6","ludr","6","160","333","6","0.0"
"bfs","6","lurd","6","149","309","6","1.562"
"bfs","6","rdlu","6","138","284","6","1.012"
"bfs","6","rdul","6","138","284","6","1.013"
"bfs","6","uldr","6","160","333","6","1.011"
"bfs","6","ulrd","6","149","309","6","0.999"
"dfs","6","drlu","6","38185","57630","20","124.691"
"dfs","6","drul","-1","99471","150359","20","327.28"
"dfs","6","ludr","14","46399","69997","20","146.901"
"dfs","6","lurd","-1","180000","272065","20","556.494"
"dfs","6","rdlu","-1","99471","150359","20","308.325"
"dfs","6","rdul","-1","121613","183623","20","369.721"
"dfs","6","uldr","6","138809","209728","20","418.831"
"dfs","6","ulrd","6","142782","215660","20","418.777"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","0.0"
"bfs","6","drlu","6","214","451","6","1.263"
"bfs","6","drul","6","214","451","6","0.998"
"bfs","6","ludr","6","146","310","6","1.0"
"bfs","6","lurd","6","166","347","6","1.001"
"bfs","6","rdlu","6","233","486","6","0.709"
"bfs","6","rdul","6","233","486","6","1.145"
"bfs","6","uldr","6","146","310","6","1.002"
"bfs","6","ulrd","6","166","347","6","2.001"
"dfs","6","drlu","-1","208703","315303","20","622.005"
"dfs","6","drul","-1","152229","230146","20","711.694"
"dfs","6","ludr","-1","162917","246056","20","519.88"
"dfs","6","lurd","16","34350","51786","20","100.481"
"dfs","6","rdlu","-1","123896","187287","20","357.226"
"dfs","6","rdul","-1","79141","119501","20","280.282"
"dfs","6","uldr","-1","181933","274938","20","545.983"
"dfs","6","ulrd","16","33020","49774","20","91.266"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","118","246","6","0.0"
"bfs","6","drul","6","118","246","6","1.011"
"bfs","6","ludr","6","129","271","6","1.001"
"bfs","6","lurd","6","180","371","6","1.523"
"bfs","6","rdlu","6","170","348","6","1.012"
"bfs","6","rdul","6","170","348","6","0.997"
"bfs","6","uldr","6","129","271","6","0.0"
"bfs","6","ulrd","6","180","371","6","0.999"
"dfs","6","drlu","-1","121613","183623","20","396.002"
"dfs","6","drul","14","58273","87885","20","168.741"
"dfs","6","ludr","6","79608","120080","20","271.646"
"dfs","6","lurd","-1","180000","272065","20","554.644"
"dfs","6","rdlu","-1","99471","150359","20","313.446"
"dfs","6","rdul","-1","121613","183623","20","429.344"
"dfs","6","uldr","-1","180000","272065","20","750.04"
"dfs","6","ulrd","14","45726","68965","20","139.108"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","0.0"
"bfs","6","drlu","6","214","451","6","1.078"
"bfs","6","drul","6","214","451","6","0.997"
"bfs","6","ludr","6","146","309","6","1.518"
"bfs","6","lurd","6","166","347","6","0.992"
"bfs","6","rdlu","6","234","489","6","1.773"
"bfs","6","rdul","6","234","489","6","2.002"
"bfs","6","uldr","6","146","309","6","1.021"
"bfs","6","ulrd","6","166","347","6","1.004"
"dfs","6","drlu","-1","79141","119501","20","236.367"
"dfs","6","drul","-1","123896","187287","20","416.619"
"dfs","6","ludr","16","33151","49946","20","103.399"
"dfs","6","lurd","18","182679","276010","20","680.005"
"dfs","6","rdlu","-1","152229","230146","20","461.216"
"dfs","6","rdul","6","153016","231020","20","476.806"
"dfs","6","uldr","16","34320","51690","20","109.303"
"dfs","6","ulrd","-1","162917","246056","20","517.597"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","163","345","6","1.001"
"bfs","6","drul","6","163","345","6","2.014"
"bfs","6","ludr","6","183","386","6","0.0"
"bfs","6","lurd","6","217","452","6","0.999"
"bfs","6","rdlu","6","196","410","6","1.0"
"bfs","6","rdul","6","196","410","6","1.728"
"bfs","6","uldr","6","183","386","6","1.012"
"bfs","6","ulrd","6","217","452","6","1.0"
"dfs","6","drlu","-1","208703","315303","20","618.734"
"dfs","6","drul","6","69774","105435","20","199.108"
"dfs","6","ludr","16","127783","193003","20","413.288"
"dfs","6","lurd","-1","115391","174329","20","392.581"
"dfs","6","rdlu","-1","123896","187287","20","367.151"
"dfs","6","rdul","-1","79141","119501","20","260.693"
"dfs","6","uldr","-1","181933","274938","20","532.599"
"dfs","6","ulrd","-1","80027","120782","20","256.287"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","191","400","6","1.001"
"bfs","6","drul","6","232","485","6","1.001"
"bfs","6","ludr","6","140","298","6","0.0"
"bfs","6","lurd","6","147","311","6","1.016"
"bfs","6","rdlu","6","198","413","6","0.505"
"bfs","6","rdul","6","239","498","6","1.424"
"bfs","6","uldr","6","181","383","6","0.54"
"bfs","6","ulrd","6","188","396","6","1.376"
"dfs","6","drlu","-1","162917","246056","20","490.968"
"dfs","6","drul","-1","115391","174329","20","355.41"
"dfs","6","ludr","-1","208703","315303","20","678.554"
"dfs","6","lurd","16","50791","76738","20","149.685"
"dfs","6","rdlu","-1","181933","274938","20","721.322"
"dfs","6","rdul","-1","80027","120782","20","240.216"
"dfs","6","uldr","16","123740","187046","20","371.078"
"dfs","6","ulrd","-1","79141","119501","20","223.222"
"astr","6","hamm","6","7","17","6","0.0"
"astr","6","manh","6","7","17","6","1.002"
"bfs","6","drlu","6","289","620","6","1.54"
"bfs","6","drul","6","250","534","6","1.994"
"bfs","6","ludr","6","226","492","6","0.0"
"bfs","6","lurd","6","232","502","6","1.514"
"bfs","6","rdlu","6","295","630","6","2.007"
"bfs","6","rdul","6","257","546","6","1.862"
"bfs","6","uldr","6","186","405","6","1.0"
"bfs","6","ulrd","6","193","417","6","2.0"
"dfs","6","drlu","-1","165500","249865","20","491.773"
"dfs","6","drul","16","58447","88161","20","181.915"
"dfs","6","ludr","-1","197594","298430","20","614.677"
"dfs","6","lurd","-1","289767","438341","20","944.729"
"dfs","6","rdlu","-1","120678","182271","20","367.588"
"dfs","6","rdul","18","180654","272853","20","534.47"
"dfs","6","uldr","-1","289767","438341","20","909.077"
"dfs","6","ulrd","6","99126","149559","20","302.868"
"astr","6","hamm","6","7","13","6","0.0"
"astr","6","manh","6","7","13","6","0.0"
"bfs","6","drlu","6","101","214","6","1.519"
"bfs","6","drul","6","101","214","6","0.0"
"bfs","6","ludr","6","110","232","6","1.248"
"bfs","6","lurd","6","197","403","6","0.0"
"bfs","6","rdlu","6","188","385","6","0.997"
"bfs","6","rdul","6","188","385","6","1.031"
"bfs","6","uldr","6","110","232","6","1.512"
"bfs","6","ulrd","6","197","403","6","2.548"
"dfs","6","drlu","18","80284","121202","20","232.238"
"dfs","6","drul","6","31827","48006","20","98.15"
"dfs","6","ludr","14","12687","19100","20","38.871"
"dfs","6","lurd","-1","180000","272065","20","565.717"
"dfs","6","rdlu","-1","99471","150359","20","286.959"
"dfs","6","rdul","6","110849","167339","20","333.716"
"dfs","6","uldr","18","119383","180458","20","357.654"
"dfs","6","ulrd","16","51024","76924","20","160.626"
"astr","6","hamm","6","7","15","6","0.999"
"astr","6","manh","6","7","15","6","0.596"
"bfs","6","drlu","6","268","582","6","0.994"
"bfs","6","drul","6","301","650","6","0.996"
"bfs","6","ludr","6","180","385","6","1.003"
"bfs","6","lurd","6","182","386","6","0.0"
"bfs","6","rdlu","6","270","583","6","1.0"
"bfs","6","rdul","6","303","651","6","2.007"
"bfs","6","uldr","6","213","454","6","0.0"
"bfs","6","ulrd","6","215","455","6","3.074"
"dfs","6","drlu","12","126392","190695","20","396.048"
"dfs","6","drul","-1","289767","438341","20","878.232"
"dfs","6","ludr","-1","165500","249865","20","521.06"
"dfs","6","lurd","-1","120678","182271","20","518.953"
"dfs","6","rdlu","18","140107","211781","20","453.912"
"dfs","6","rdul","-1","197594","298430","20","936.399"
"dfs","6","uldr","-1","120678","182271","20","384.289"
"dfs","6","ulrd","16","21745","32780","20","63.896"
"astr","6","hamm","6","10","19","6","1.001"
"astr","6","manh","6","9","16","6","0.0"
"bfs","6","drlu","6","167","348","6","1.036"
"bfs","6","drul","6","231","488","6","2.002"
"bfs","6","ludr","6","142","296","6","0.999"
"bfs","6","lurd","6","149","309","6","0.0"
"bfs","6","rdlu","6","174","361","6","1.002"
"bfs","6","rdul","6","238","501","6","0.998"
"bfs","6","uldr","6","206","437","6","1.527"
"bfs","6","ulrd","6","213","450","6","2.527"
"dfs","6","drlu","-1","80027","120782","20","255.426"
"dfs","6","drul","6","106751","161184","20","309.858"
"dfs","6","ludr","6","68525","103376","20","200.429"
"dfs","6","lurd","-1","123896","187287","20","385.961"
"dfs","6","rdlu","-1","115391","174329","20","347.166"
"dfs","6","rdul","-1","162917","246056","20","537.618"
"dfs","6","uldr","-1","152229","230146","20","504.072"
"dfs","6","ulrd","-1","208703","315303","20","641.613"
"astr","6","hamm","6","7","16","6","0.996"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","135","287","6","0.0"
"bfs","6","drul","6","135","287","6","1.001"
"bfs","6","ludr","6","203","424","6","1.422"
"bfs","6","lurd","6","244","509","6","3.019"
"bfs","6","rdlu","6","176","372","6","1.506"
"bfs","6","rdul","6","176","372","6","2.0"
"bfs","6","uldr","6","203","424","6","0.994"
"bfs","6","ulrd","6","244","509","6","1.998"
"dfs","6","drlu","-1","208703","315303","20","653.614"
"dfs","6","drul","12","18642","28067","20","50.604"
"dfs","6","ludr","-1","162917","246056","20","499.863"
"dfs","6","lurd","-1","115391","174329","20","363.504"
"dfs","6","rdlu","-1","123896","187287","20","383.291"
"dfs","6","rdul","-1","79141","119501","20","251.848"
"dfs","6","uldr","-1","181933","274938","20","529.097"
"dfs","6","ulrd","-1","80027","120782","20","232.588"
"astr","6","hamm","6","7","17","6","0.0"
"astr","6","manh","6","7","17","6","0.0"
"bfs","6","drlu","6","221","481","6","2.017"
"bfs","6","drul","6","221","481","6","1.997"
"bfs","6","ludr","6","300","641","6","1.516"
"bfs","6","lurd","6","262","557","6","1.993"
"bfs","6","rdlu","6","181","394","6","0.993"
"bfs","6","rdul","6","181","394","6","0.998"
"bfs","6","uldr","6","300","641","6","2.515"
"bfs","6","ulrd","6","262","557","6","7.21"
"dfs","6","drlu","-1","197594","298430","20","610.277"
"dfs","6","drul","-1","289767","438341","20","873.26"
"dfs","6","ludr","-1","165500","249865","20","686.381"
"dfs","6","lurd","16","58654","88473","20","177.269"
"dfs","6","rdlu","-1","289767","438341","20","867.15"
"dfs","6","rdul","6","59410","89612","20","190.887"
"dfs","6","uldr","-1","120678","182271","20","450.287"
"dfs","6","ulrd","18","168385","254304","20","524.236"
"astr","6","hamm","6","7","16","6","1.013"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","178","375","6","1.011"
"bfs","6","drul","6","205","428","6","2.002"
"bfs","6","ludr","6","175","369","6","1.013"
"bfs","6","lurd","6","175","369","6","1.0"
"bfs","6","rdlu","6","178","375","6","1.005"
"bfs","6","rdul","6","205","428","6","0.998"
"bfs","6","uldr","6","201","421","6","2.011"
"bfs","6","ulrd","6","201","421","6","4.001"
"dfs","6","drlu","-1","162917","246056","20","502.717"
"dfs","6","drul","-1","115391","174329","20","356.136"
"dfs","6","ludr","-1","208703","315303","20","658.817"
"dfs","6","lurd","6","95053","143550","20","321.246"
"dfs","6","rdlu","-1","181933","274938","20","574.409"
"dfs","6","rdul","-1","80027","120782","20","252.746"
"dfs","6","uldr","16","105790","159914","20","333.245"
"dfs","6","ulrd","-1","79141","119501","20","237.274"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","1.207"
"bfs","6","drlu","6","141","299","6","1.182"
"bfs","6","drul","6","154","323","6","0.999"
"bfs","6","ludr","6","226","475","6","1.507"
"bfs","6","lurd","6","226","475","6","1.509"
"bfs","6","rdlu","6","141","299","6","1.078"
"bfs","6","rdul","6","154","323","6","0.845"
"bfs","6","uldr","6","238","497","6","1.511"
"bfs","6","ulrd","6","238","497","6","2.524"
"dfs","6","drlu","-1","162917","246056","20","655.216"
"dfs","6","drul","16","33999","51225","20","102.279"
"dfs","6","ludr","6","147263","222324","20","449.227"
"dfs","6","lurd","-1","152229","230146","20","486.338"
"dfs","6","rdlu","-1","181933","274938","20","531.779"
"dfs","6","rdul","16","32766","49378","20","92.424"
"dfs","6","uldr","18","116786","176492","20","334.339"
"dfs","6","ulrd","-1","79141","119501","20","226.52"
"astr","6","hamm","6","8","16","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","155","322","6","0.999"
"bfs","6","drul","6","137","285","6","1.514"
"bfs","6","ludr","6","162","334","6","1.0"
"bfs","6","lurd","6","162","334","6","0.997"
"bfs","6","rdlu","6","155","322","6","1.055"
"bfs","6","rdul","6","137","285","6","1.008"
"bfs","6","uldr","6","143","295","6","1.001"
"bfs","6","ulrd","6","143","295","6","1.013"
"dfs","6","drlu","14","45726","68977","20","244.987"
"dfs","6","drul","-1","180000","272065","20","558.313"
"dfs","6","ludr","6","81744","123361","20","253.8"
"dfs","6","lurd","-1","99471","150359","20","314.934"
"dfs","6","rdlu","-1","180000","272065","20","527.177"
"dfs","6","rdul","6","88083","132879","20","270.329"
"dfs","6","uldr","-1","99471","150359","20","301.249"
"dfs","6","ulrd","-1","121613","183623","20","367.098"
"astr","6","hamm","6","11","23","6","0.546"
"astr","6","manh","6","8","16","6","0.0"
"bfs","6","drlu","6","141","299","6","1.033"
"bfs","6","drul","6","154","324","6","0.993"
"bfs","6","ludr","6","225","472","6","1.093"
"bfs","6","lurd","6","225","472","6","2.01"
"bfs","6","rdlu","6","141","299","6","0.999"
"bfs","6","rdul","6","154","324","6","1.523"
"bfs","6","uldr","6","238","497","6","1.508"
"bfs","6","ulrd","6","238","497","6","2.0"
"dfs","6","drlu","16","52418","79031","16","167.065"
"dfs","6","drul","8","68871","103946","20","199.741"
"dfs","6","ludr","-1","79141","119501","20","246.003"
"dfs","6","lurd","-1","123896","187287","20","412.152"
"dfs","6","rdlu","16","51853","78290","16","145.698"
"dfs","6","rdul","18","127963","193175","20","362.973"
"dfs","6","uldr","-1","152229","230146","20","451.446"
"dfs","6","ulrd","-1","208703","315303","20","955.599"
"astr","6","hamm","6","12","26","6","0.0"
"astr","6","manh","6","8","16","6","0.0"
"bfs","6","drlu","6","124","260","6","0.0"
"bfs","6","drul","6","168","347","6","2.006"
"bfs","6","ludr","6","130","270","6","1.001"
"bfs","6","lurd","6","130","270","6","0.999"
"bfs","6","rdlu","6","124","260","6","1.001"
"bfs","6","rdul","6","168","347","6","1.0"
"bfs","6","uldr","6","175","359","6","1.157"
"bfs","6","ulrd","6","175","359","6","5.056"
"dfs","6","drlu","-1","152727","230784","20","467.771"
"dfs","6","drul","-1","180000","272065","20","547.662"
"dfs","6","ludr","-1","121613","183623","20","385.348"
"dfs","6","lurd","-1","99471","150359","20","326.259"
"dfs","6","rdlu","-1","180000","272065","20","582.752"
"dfs","6","rdul","-1","152727","230784","20","446.727"
"dfs","6","uldr","-1","99471","150359","20","378.6"
"dfs","6","ulrd","-1","121613","183623","20","353.04"
"astr","6","hamm","6","7","11","6","0.0"
"astr","6","manh","6","7","11","6","0.0"
"bfs","6","drlu","6","96","202","6","1.01"
"bfs","6","drul","6","96","202","6","0.0"
"bfs","6","ludr","6","100","213","6","1.0"
"bfs","6","lurd","6","202","415","6","0.997"
"bfs","6","rdlu","6","198","404","6","1.007"
"bfs","6","rdul","6","198","404","6","2.002"
"bfs","6","uldr","6","100","213","6","1.003"
"bfs","6","ulrd","6","202","415","6","4.509"
"dfs","6","drlu","6","202","296","6","1.016"
"dfs","6","drul","6","202","296","6","0.997"
"dfs","6","ludr","6","30238","45581","20","97.947"
"dfs","6","lurd","-1","180000","272065","20","573.841"
"dfs","6","rdlu","-1","99471","150359","20","420.12"
"dfs","6","rdul","18","134430","202967","20","397.411"
"dfs","6","uldr","6","36686","55350","20","106.484"
"dfs","6","ulrd","16","51197","77186","20","154.631"
"astr","6","hamm","6","7","13","6","0.0"
"astr","6","manh","6","7","13","6","0.0"
"bfs","6","drlu","6","263","570","6","0.997"
"bfs","6","drul","6","296","638","6","1.002"
"bfs","6","ludr","6","170","367","6","1.002"
"bfs","6","lurd","6","187","398","6","1.015"
"bfs","6","rdlu","6","279","600","6","2.008"
"bfs","6","rdul","6","312","668","6","2.014"
"bfs","6","uldr","6","203","436","6","0.998"
"bfs","6","ulrd","6","220","467","6","1.999"
"dfs","6","drlu","-1","197594","298430","20","587.009"
"dfs","6","drul","-1","289767","438341","20","943.551"
"dfs","6","ludr","-1","165500","249865","20","512.073"
"dfs","6","lurd","6","110011","166127","20","335.58"
"dfs","6","rdlu","-1","289767","438341","20","861.727"
"dfs","6","rdul","6","152909","230850","20","482.693"
"dfs","6","uldr","18","102844","155376","20","298.615"
"dfs","6","ulrd","16","21912","33034","20","61.936"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","194","418","6","1.44"
"bfs","6","drul","6","194","418","6","1.0"
"bfs","6","ludr","6","234","499","6","1.0"
"bfs","6","lurd","6","288","619","6","1.002"
"bfs","6","rdlu","6","248","537","6","1.0"
"bfs","6","rdul","6","248","537","6","1.994"
"bfs","6","uldr","6","234","499","6","2.001"
"bfs","6","ulrd","6","288","619","6","2.999"
"dfs","6","drlu","-1","197594","298430","20","614.277"
"dfs","6","drul","-1","289767","438341","20","908.699"
"dfs","6","ludr","-1","165500","249865","20","521.612"
"dfs","6","lurd","-1","120678","182271","20","407.244"
"dfs","6","rdlu","-1","289767","438341","20","868.67"
"dfs","6","rdul","-1","197594","298430","20","599.7"
"dfs","6","uldr","18","68865","103872","20","206.71"
"dfs","6","ulrd","-1","165500","249865","20","495.422"
"astr","6","hamm","6","7","14","6","1.014"
"astr","6","manh","6","7","14","6","1.019"
"bfs","6","drlu","6","235","500","6","1.249"
"bfs","6","drul","6","313","672","6","0.997"
"bfs","6","ludr","6","168","363","6","1.0"
"bfs","6","lurd","6","168","363","6","0.0"
"bfs","6","rdlu","6","235","500","6","0.514"
"bfs","6","rdul","6","313","672","6","1.003"
"bfs","6","uldr","6","247","536","6","1.518"
"bfs","6","ulrd","6","247","536","6","2.898"
"dfs","6","drlu","-1","165500","249865","20","485.031"
"dfs","6","drul","-1","120678","182271","20","490.489"
"dfs","6","ludr","-1","197594","298430","20","609.85"
"dfs","6","lurd","-1","289767","438341","20","997.214"
"dfs","6","rdlu","-1","120678","182271","20","351.671"
"dfs","6","rdul","18","112184","169339","20","331.305"
"dfs","6","uldr","18","91614","138232","20","295.953"
"dfs","6","ulrd","16","162188","244919","20","514.672"
"astr","6","hamm","6","10","17","6","0.0"
"astr","6","manh","6","9","16","6","0.0"
"bfs","6","drlu","6","218","453","6","2.013"
"bfs","6","drul","6","216","455","6","1.003"
"bfs","6","ludr","6","163","341","6","1.507"
"bfs","6","lurd","6","163","341","6","0.0"
"bfs","6","rdlu","6","218","453","6","2.514"
"bfs","6","rdul","6","216","455","6","0.999"
"bfs","6","uldr","6","162","344","6","1.002"
"bfs","6","ulrd","6","162","344","6","2.513"
"dfs","6","drlu","14","28346","42720","20","92.261"
"dfs","6","drul","18","147070","222230","20","507.663"
"dfs","6","ludr","-1","79141","119501","20","259.758"
"dfs","6","lurd","-1","123896","187287","20","452.067"
"dfs","6","rdlu","14","28257","42596","20","87.688"
"dfs","6","rdul","-1","162917","246056","20","668.758"
"dfs","6","uldr","-1","152229","230146","20","470.856"
"dfs","6","ulrd","-1","208703","315303","20","674.973"
"astr","7","hamm","7","8","13","7","0.0"
"astr","7","manh","7","8","13","7","0.0"
"bfs","7","drlu","7","532","1126","7","2.999"
"bfs","7","drul","7","532","1126","7","3.701"
"bfs","7","ludr","7","309","645","7","1.0"
"bfs","7","lurd","7","261","551","7","1.001"
"bfs","7","rdlu","7","485","1034","7","2.006"
"bfs","7","rdul","7","485","1034","7","3.733"
"bfs","7","uldr","7","309","645","7","3.059"
"bfs","7","ulrd","7","261","551","7","12.714"
"dfs","7","drlu","7","226610","342398","20","690.532"
"dfs","7","drul","7","143830","217327","20","470.895"
"dfs","7","ludr","7","64818","97798","20","212.347"
"dfs","7","lurd","17","68727","103687","20","291.289"
"dfs","7","rdlu","15","143339","216540","20","431.688"
"dfs","7","rdul","7","153930","232203","20","646.78"
"dfs","7","uldr","17","134007","202431","20","480.241"
"dfs","7","ulrd","7","26412","39759","20","73.48"
"astr","7","hamm","7","8","15","7","0.0"
"astr","7","manh","7","8","15","7","0.0"
"bfs","7","drlu","7","469","996","7","2.531"
"bfs","7","drul","7","469","996","7","2.518"
"bfs","7","ludr","7","431","904","7","2.113"
"bfs","7","lurd","7","324","681","7","1.534"
"bfs","7","rdlu","7","365","779","7","1.0"
"bfs","7","rdul","7","365","779","7","2.0"
"bfs","7","uldr","7","431","904","7","2.002"
"bfs","7","ulrd","7","324","681","7","1.513"
"dfs","7","drlu","-1","250316","378255","20","807.846"
"dfs","7","drul","-1","148081","223748","20","473.395"
"dfs","7","ludr","15","19718","29763","20","72.707"
"dfs","7","lurd","17","58964","88946","20","186.972"
"dfs","7","rdlu","19","155126","234368","20","465.007"
"dfs","7","rdul","17","185880","280513","20","613.034"
"dfs","7","uldr","15","19735","29779","20","75.307"
"dfs","7","ulrd","17","69024","104219","20","198.7"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","616","1314","7","3.997"
"bfs","7","drul","7","651","1386","7","4.226"
"bfs","7","ludr","7","393","842","7","2.021"
"bfs","7","lurd","7","377","812","7","2.502"
"bfs","7","rdlu","7","600","1284","7","4.031"
"bfs","7","rdul","7","636","1357","7","4.002"
"bfs","7","uldr","7","428","913","7","2.994"
"bfs","7","ulrd","7","413","884","7","3.568"
"dfs","7","drlu","-1","162305","245128","20","486.889"
"dfs","7","drul","-1","165272","249721","20","490.175"
"dfs","7","ludr","17","60245","90895","20","180.693"
"dfs","7","lurd","19","149272","225548","20","481.531"
"dfs","7","rdlu","-1","115415","174382","20","354.383"
"dfs","7","rdul","-1","232202","350971","20","693.769"
"dfs","7","uldr","13","50646","76359","20","171.036"
"dfs","7","ulrd","-1","232202","350971","20","707.508"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","684","1454","7","4.017"
"bfs","7","drul","7","583","1246","7","5.018"
"bfs","7","ludr","7","461","982","7","3.015"
"bfs","7","lurd","7","444","951","7","1.999"
"bfs","7","rdlu","7","668","1424","7","5.527"
"bfs","7","rdul","7","567","1216","7","2.978"
"bfs","7","uldr","7","361","774","7","2.998"
"bfs","7","ulrd","7","344","743","7","1.995"
"dfs","7","drlu","19","193237","291683","20","596.809"
"dfs","7","drul","-1","115415","174382","20","343.79"
"dfs","7","ludr","-1","232202","350971","20","748.644"
"dfs","7","lurd","-1","115415","174382","20","418.441"
"dfs","7","rdlu","-1","165272","249721","20","506.154"
"dfs","7","rdul","-1","162305","245128","20","488.544"
"dfs","7","uldr","-1","165272","249721","20","513.33"
"dfs","7","ulrd","-1","162305","245128","20","497.308"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","351","747","7","1.003"
"bfs","7","drul","7","351","747","7","1.997"
"bfs","7","ludr","7","409","864","7","2.521"
"bfs","7","lurd","7","443","931","7","2.002"
"bfs","7","rdlu","7","387","820","7","1.518"
"bfs","7","rdul","7","387","820","7","1.999"
"bfs","7","uldr","7","409","864","7","4.145"
"bfs","7","ulrd","7","443","931","7","2.064"
"dfs","7","drlu","-1","205180","309744","20","596.914"
"dfs","7","drul","-1","241281","364948","20","715.221"
"dfs","7","ludr","-1","72692","109697","20","213.648"
"dfs","7","lurd","17","36213","54490","20","116.383"
"dfs","7","rdlu","-1","148081","223748","20","456.913"
"dfs","7","rdul","7","105880","159665","20","714.47"
"dfs","7","uldr","19","114590","173056","20","355.725"
"dfs","7","ulrd","17","27553","41479","20","75.303"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","438","933","7","1.999"
"bfs","7","drul","7","438","933","7","0.998"
"bfs","7","ludr","7","497","1051","7","3.51"
"bfs","7","lurd","7","355","744","7","2.168"
"bfs","7","rdlu","7","297","628","7","1.995"
"bfs","7","rdul","7","297","628","7","2.028"
"bfs","7","uldr","7","497","1051","7","4.014"
"bfs","7","ulrd","7","355","744","7","2.568"
"dfs","7","drlu","7","171529","258988","20","515.594"
"dfs","7","drul","-1","148081","223748","20","450.711"
"dfs","7","ludr","17","32849","49517","20","97.989"
"dfs","7","lurd","-1","125668","189707","20","451.769"
"dfs","7","rdlu","17","60526","91241","20","175.536"
"dfs","7","rdul","7","46079","69311","20","211.518"
"dfs","7","uldr","17","42476","63984","20","118.071"
"dfs","7","ulrd","-1","72692","109697","20","209.021"
"astr","7","hamm","7","8","17","7","1.002"
"astr","7","manh","7","8","17","7","0.0"
"bfs","7","drlu","7","621","1324","7","4.672"
"bfs","7","drul","7","552","1183","7","2.807"
"bfs","7","ludr","7","475","1014","7","1.997"
"bfs","7","lurd","7","475","1014","7","2.008"
"bfs","7","rdlu","7","621","1324","7","4.051"
"bfs","7","rdul","7","552","1183","7","2.743"
"bfs","7","uldr","7","407","874","7","3.507"
"bfs","7","ulrd","7","407","874","7","3.01"
"dfs","7","drlu","17","147465","222545","20","448.947"
"dfs","7","drul","-1","115415","174382","20","410.774"
"dfs","7","ludr","-1","232202","350971","20","754.901"
"dfs","7","lurd","17","69935","105524","20","240.885"
"dfs","7","rdlu","-1","165272","249721","20","500.954"
"dfs","7","rdul","-1","162305","245128","20","694.008"
"dfs","7","uldr","15","56289","84851","20","175.893"
"dfs","7","ulrd","19","106580","160698","20","421.865"
"astr","7","hamm","7","12","22","7","0.0"
"astr","7","manh","7","10","17","7","0.0"
"bfs","7","drlu","7","296","614","7","2.006"
"bfs","7","drul","7","271","559","7","1.995"
"bfs","7","ludr","7","346","726","7","1.998"
"bfs","7","lurd","7","346","726","7","1.985"
"bfs","7","rdlu","7","296","614","7","1.508"
"bfs","7","rdul","7","271","559","7","1.0"
